,count,hate_speech,offensive_language,neither,class,tweet
1140,3,2,1,0,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
1141,3,2,1,0,0,RT @__bettyboo: You better pray I don't send your nudes out bitch
1142,3,2,1,0,0,RT @_asslxrd_: my inner nigger is coming out
1143,3,2,1,0,0,RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....
1144,3,2,0,1,0,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;
1145,3,2,1,0,0,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;"
1146,3,3,0,0,0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
1147,3,2,1,0,0,RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;
1148,3,2,1,0,0,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;
1149,3,2,1,0,0,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
1150,3,2,1,0,0,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die
1151,3,2,0,1,0,RT @anticvlum: @NoneShallPass97 trash eating trash
1152,3,2,1,0,0,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts"
1153,3,2,1,0,0,RT @bankheist: you're a retard @ShawnaCarr99
1154,3,2,1,0,0,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.
1155,3,2,1,0,0,"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
1156,3,3,0,0,0,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
1157,3,2,1,0,0,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs
1158,3,2,1,0,0,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
1159,3,2,1,0,0,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;
1160,3,2,1,0,0,"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?"
1161,3,2,1,0,0,RT @frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
1162,3,2,0,1,0,"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN"""
1163,3,2,1,0,0,RT @halfricannnnn: nigger
1164,3,3,0,0,0,RT @harmon_lauren: Jenna's a faggot
1165,6,6,0,0,0,RT @iBeZo: Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.
1166,3,3,0,0,0,RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga
1167,3,2,1,0,0,RT @iceyy505: I HATE hoe ass people.
1168,3,2,1,0,0,RT @imDOPE_GetHigh: @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!
1169,3,2,1,0,0,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX"
1170,3,3,0,0,0,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds
1171,3,2,1,0,0,RT @jasminee_gamboa: hoes will be hoes .
1172,3,2,1,0,0,RT @jaymesshaylan: fuuck jalens a slow bitch!
1173,3,2,1,0,0,"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;"
1174,3,2,1,0,0,RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;
1175,3,2,0,1,0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;
1176,3,2,1,0,0,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;
1177,3,2,1,0,0,"RT @kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!"
1178,3,2,1,0,0,RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.
1179,3,2,1,0,0,RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?
1180,3,2,1,0,0,"RT @kristajayMFC: No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt."
1181,3,2,1,0,0,"RT @kwagiheath: It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh"
1182,3,2,1,0,0,RT @librarianknight: More queer lady Templars. That's my point.
1183,3,3,0,0,0,"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1"
1184,3,2,1,0,0,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
1185,3,2,1,0,0,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC
1186,3,2,1,0,0,RT @markiiejay: You got niggas &amp; i got bitches
1187,3,2,0,1,0,"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S"
1188,3,2,1,0,0,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
1189,3,2,1,0,0,"RT @milesfan79: realest tweet i seen today RT @SoopSoo: &#8230;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go"
1190,3,2,1,0,0,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;
1191,3,2,1,0,0,RT @monnetteee: If you like After Romeo chances are I think you're a faggot.
1192,3,2,1,0,0,RT @natal_mendoz: Whore slut cunt bitch nigga
1193,3,3,0,0,0,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads
1194,3,2,1,0,0,"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#8230;"
1195,3,2,0,1,0,RT @occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal
1196,3,2,1,0,0,RT @rachael_goss: Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;
1197,6,3,2,1,0,RT @realist_iLLest: Mine too &#128513;&#128588;&#128076; RT &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;
1198,3,2,1,0,0,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;
1199,3,3,0,0,0,RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.
1200,3,2,1,0,0,RT @salomanizor: Too many faggots on here that think they can address me by my first name
1201,3,2,1,0,0,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP
1202,3,3,0,0,0,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar"
1203,3,3,0,0,0,RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;
1204,3,3,0,0,0,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
1205,3,2,1,0,0,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;
1206,3,2,1,0,0,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
1207,3,2,1,0,0,RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe
1208,3,2,0,1,0,"RT @trentlilweezy: ""you are trash""

me: http://t.co/nX2tqImO2a"
1209,3,3,0,0,0,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
1210,3,2,1,0,0,"RT @ugIycutie: one, two, three, four, how many niggers are in my store?"
1211,3,2,0,1,0,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.
1212,3,3,0,0,0,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;"
1213,3,2,1,0,0,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
1214,3,2,1,0,0,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well."
1215,3,3,0,0,0,"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."
1216,3,2,1,0,0,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG
1217,3,2,1,0,0,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer
1218,6,4,0,2,0,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;"
1219,3,2,1,0,0,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
1220,3,2,1,0,0,Raunchy ass hoe.
1221,3,2,0,1,0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
1222,3,2,1,0,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
1223,3,2,1,0,0,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it."
1224,3,2,1,0,0,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;"
1225,3,2,1,0,0,STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol
1226,3,2,1,0,0,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S"""
1227,3,2,1,0,0,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!
1228,3,3,0,0,0,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX"
1229,3,2,1,0,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;
1230,3,2,1,0,0,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed
1231,3,3,0,0,0,Seem like da colored folk be gettin in da way lately. I just sayin
1232,3,2,0,1,0,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian
1233,6,4,1,1,0,She got every niggah lookin like dam
1234,3,2,1,0,0,"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;"
1235,3,3,0,0,0,Shoot that nigga an his shorty bitch .
1236,3,2,1,0,0,Shut up faggot
1237,3,2,0,1,0,Sick of your coon antics RT @POONsoaker: Accuracy RT @Thotcho: &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;
1238,3,2,1,0,0,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ
1239,3,2,1,0,0,Smh hate that hoe
1240,3,2,1,0,0,Smh queer
1241,3,2,1,0,0,Smh u niggers &amp; ur music knowledge
1242,3,2,1,0,0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.
1243,3,2,1,0,0,So many bitches in one sentence #fixitjesus
1244,3,2,0,1,0,So many hoes whipped you would have thought we were still in slavery
1245,3,2,1,0,0,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night
1246,3,2,1,0,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
1247,3,2,1,0,0,Some lying ass hoes lol
1248,3,2,1,0,0,Some niggas save hoes
1249,3,2,1,0,0,Some of these hood negros don't deserve bail money the way they be visiting jail.
1250,3,2,1,0,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"
1251,3,3,0,0,0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
1252,3,2,0,1,0,Someone shut this beaner up please.
1253,3,2,1,0,0,Sonnen is a faggot
1254,3,2,1,0,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
1255,3,2,1,0,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
1256,3,2,1,0,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
1257,3,2,1,0,0,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;"
1258,3,3,0,0,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
1259,3,2,1,0,0,Stay home then bitch fuck u
1260,3,0,3,0,1,!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
1261,3,0,3,0,1,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
1262,3,0,2,1,1,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
1263,6,0,6,0,1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
1264,3,1,2,0,1,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"""
1265,3,0,3,0,1,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"""
1266,3,0,3,0,1,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;
1267,3,0,3,0,1,""" &amp; you might not get ya bitch back &amp; thats that """
1268,3,1,2,0,1,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch"
1269,3,0,3,0,1,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh"
1270,3,0,3,0,1,""" Murda Gang bitch its Gang Land """
1271,3,0,2,1,1,""" So hoes that smoke are losers ? "" yea ... go on IG"
1272,3,0,3,0,1,""" bad bitches is the only thing that i like """
1273,3,1,2,0,1,""" bitch get up off me """
1274,3,0,3,0,1,""" bitch nigga miss me with it """
1275,3,0,3,0,1,""" bitch plz whatever """
1276,3,1,2,0,1,""" bitch who do you love """
1277,3,0,3,0,1,""" bitches get cut off everyday B """
1278,3,0,3,0,1,""" black bottle &amp; a bad bitch """
1279,3,0,3,0,1,""" broke bitch cant tell me nothing """
1280,3,0,3,0,1,""" cancel that bitch like Nino """
1281,3,0,3,0,1,""" cant you see these hoes wont change """
1282,3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up"
1283,3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
1284,3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;"
1285,3,0,3,0,1,""" hoe what its hitting for """
1286,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"
1287,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """
1288,3,0,3,0,1,""" i spend my money how i want bitch its my business """
1289,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """
1290,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
1291,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """
1292,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """
1293,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """
1294,3,0,3,0,1,""" is that ya bitch """
1295,3,0,3,0,1,""" it aint nothing to cut a bitch off """
1296,3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots"
1297,3,0,2,1,1,""" lames crying over hoes thats tears of a clown """
1298,3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """
1299,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"
1300,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U"
1301,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice"
1302,3,0,3,0,1,""" post a picture of that pussy get 200 likes """
1303,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
1304,3,0,3,0,1,""" quick piece of pussy call it a drive by """
1305,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """
1306,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """
1307,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """
1308,3,1,2,0,1,""" we dont trust these niggas all these bitches """
1309,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """
1310,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"
1311,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """
1312,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."""
1313,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight"""
1314,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"""
1315,3,0,3,0,1,"""&amp; he's gone always be a hoe"""
1316,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie."
1317,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons"
1318,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet"
1319,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said"""
1320,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?"
1321,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes"
1322,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!"
1323,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S"
1324,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?"
1325,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch"
1326,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!"
1327,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""
1328,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn"
1329,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol"
1330,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance"
1331,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol"
1332,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"""
1333,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples"
1334,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches.."
1335,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof"
1336,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe"
1337,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her"
1338,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol"
1339,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE"
1340,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch"""
1341,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo"
1342,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!"
1343,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h"
1344,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"""
1345,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig"
1346,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""
1347,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"
1348,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard"
1349,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"
1350,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy"
1351,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh"
1352,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"
1353,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again"
1354,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds."""
1355,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"
1356,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"""
1357,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;"
1358,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands"
1359,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"
1360,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow"
1361,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows"
1362,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch"
1363,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch."""
1364,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3"
1365,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""
1366,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL"
1367,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol"
1368,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot"
1369,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same"
1370,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"
1371,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"
1372,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah"
1373,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh"
1374,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;"
1375,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"
1376,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"
1377,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao"
1378,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"""
1379,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!"
1380,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"""
1381,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""
1382,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"
1383,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""
1384,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?"
1385,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu"
1386,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch"
